,SEQNOS,DESCRIPTION_OF_INCIDENT,TYPE_OF_INCIDENT,INCIDENT_CAUSE,INCIDENT_DATE_TIME,INCIDENT_DTG,INCIDENT_LOCATION,LOCATION_ADDRESS,LOCATION_STREET1,LOCATION_STREET2,LOCATION_NEAREST_CITY,LOCATION_STATE,LOCATION_COUNTY,LOCATION_ZIP,DISTANCE_FROM_CITY,DISTANCE_UNITS,DIRECTION_FROM_CITY,LAT_DEG,LAT_MIN,LAT_SEC,LAT_QUAD,LONG_DEG,LONG_MIN,LONG_SEC,LONG_QUAD,LOCATION_SECTION,LOCATION_TOWNSHIP,LOCATION_RANGE,POTENTIAL_FLAG,DATE_TIME_RECEIVED,DATE_TIME_COMPLETE,CALLTYPE,RESPONSIBLE_COMPANY,RESPONSIBLE_ORG_TYPE,RESPONSIBLE_CITY,RESPONSIBLE_STATE,RESPONSIBLE_ZIP,SOURCE,AIRCRAFT_TYPE,AIRCRAFT_MODEL,AIRCRAFT_ID,AIRCRAFT_FUEL_CAPACITY,AIRCRAFT_FUEL_CAPACITY_UNITS,AIRCRAFT_FUEL_ON_BOARD,AIRCRAFT_FUEL_O_B_UNITS,AIRCRAFT_SPOT_NUMBER,AIRCRAFT_HANGER,AIRCRAFT_RUNWAY_NUMBER,ROAD_MILE_MARKER,BUILDING_ID,TYPE_OF_FIXED_OBJECT,POWER_GENERATING_FACILITY,GENERATING_CAPACITY,TYPE_OF_FUEL,NPDES,NPDES_COMPLIANCE,PIPELINE_TYPE,DOT_REGULATED,PIPELINE_ABOVE_GROUND,EXPOSED_UNDERWATER,PIPELINE_COVERED,RAILROAD_HOTLINE,GRADE_CROSSING,LOCATION_SUBDIVISION,RAILROAD_MILEPOST,TYPE_VEHICLE_INVOLVED,CROSSING_DEVICE_TYPE,DEVICE_OPERATIONAL,DOT_CROSSING_NUMBER,BRAKE_FAILURE,DESCRIPTION_OF_TANK,TANK_ABOVE_GROUND,TRANSPORTABLE_CONTAINER,TANK_REGULATED,TANK_REGULATED_BY,TANK_ID,CAPACITY_OF_TANK,CAPACITY_OF_TANK_UNITS,ACTUAL_AMOUNT,ACTUAL_AMOUNT_UNITS,PLATFORM_RIG_NAME,PLATFORM_LETTER,LOCATION_AREAID,LOCATION_BLOCKID,OCSG_NUMBER,OCSP_NUMBER,STATE_LEASE_NUMBER,PIER_DOCK_NUMBER,BERTH_SLIP_NUMBER,CONTINUOUS_RELEASE_TYPE,INITIAL_CONTINUOUS_RELEASE_NO,CONTINUOUS_RELEASE_PERMIT,ALLISION,TYPE_OF_STRUCTURE,STRUCTURE_NAME,STRUCTURE_OPERATIONAL,AIRBAG_DEPLOYED,DATE_TIME_NORMAL_SERVICE,SERVICE_DISRUPTION_TIME,SERVICE_DISRUPTION_UNITS,TRANSIT_BUS_FLAG,CR_BEGIN_DATE,CR_END_DATE,CR_CHANGE_DATE,FBI_CONTACT,FBI_CONTACT_DATE_TIME,SUB_PART_C_TESTING_REQ,CONDUCTOR_TESTING,ENGINEER_TESTING,TRAINMAN_TESTING,YARD_FOREMAN_TESTING,RCL_OPERATOR_TESTING,BRAKEMAN_TESTING,TRAIN_DISPATCHER_TESTING,SIGNALMAN_TESTING,OTHER_EMPLOYEE_TESTING,UNKNOWN_TESTING,PASSENGER_HANDLING,PASSENGER_ROUTE,PASSENGER_DELAY,FIRE_INVOLVED,FIRE_EXTINGUISHED,ANY_EVACUATIONS,NUMBER_EVACUATED,WHO_EVACUATED,RADIUS_OF_EVACUATION,ANY_INJURIES,NUMBER_INJURED,NUMBER_HOSPITALIZED,ANY_FATALITIES,NUMBER_FATALITIES,ANY_DAMAGES,DAMAGE_AMOUNT,AIR_CORRIDOR_CLOSED,AIR_CORRIDOR_DESC,AIR_CLOSURE_TIME,WATERWAY_CLOSED,WATERWAY_DESC,WATERWAY_CLOSURE_TIME,ROAD_CLOSED,ROAD_DESC,ROAD_CLOSURE_TIME,CLOSURE_DIRECTION,MAJOR_ARTERY,TRACK_CLOSED,TRACK_DESC,TRACK_CLOSURE_TIME,MEDIA_INTEREST,MEDIUM_DESC,ADDITIONAL_MEDIUM_INFO,BODY_OF_WATER,TRIBUTARY_OF,NEAREST_RIVER_MILE_MAKER,RELEASE_SECURED,ESTIMATED_DURATION_OF_RELEASE,RELEASE_RATE,DESC_REMEDIAL_ACTION,STATE_AGENCY_ON_SCENE,STATE_AGENCY_REPORT_NUM,OTHER_AGENCY_NOTIFIED,WEATHER_CONDITIONS,AIR_TEMPERATURE,WIND_SPEED,WIND_DIRECTION,WATER_SUPPLY_CONTAMINATED,SHEEN_SIZE,SHEEN_COLOR,DIRECTION_OF_SHEEN_TRAVEL,SHEEN_ODOR_DESCRIPTION,WAVE_CONDITION,CURRENT_SPEED,CURRENT_DIRECTION,WATER_TEMPERATURE,TRACK_CLOSE_DIR,EMPL_FATALITY,PASS_FATALITY,COMMUNITY_IMPACT,WIND_SPEED_UNIT,EMPLOYEE_INJURIES,PASSENGER_INJURIES,OCCUPANT_FATALITY,CURRENT_SPEED_UNIT,ROAD_CLOSURE_UNITS,TRACK_CLOSURE_UNITS,SHEEN_SIZE_UNITS,ADDITIONAL_INFO,STATE_AGENCY_NOTIFIED,FEDERAL_AGENCY_NOTIFIED,NEAREST_RIVER_MILE_MARKER,SHEEN_SIZE_LENGTH,SHEEN_SIZE_LENGTH_UNITS,SHEEN_SIZE_WIDTH,SHEEN_SIZE_WIDTH_UNITS,OFFSHORE,DURATION_UNIT,RELEASE_RATE_UNIT,RELEASE_RATE_RATE,PASSENGERS_TRANSFERRED,new_latitude,new_longitude,new_latquad,new_longquad,new_street,geometry,address
989,1268980,"CALLER IS REPORTING THE DISCHARGE OF DIESEL FUEL (80 GALLONS) AS A RESULT OF THE RUPTURING OF A FUEL TANK FOR 18' BOX TRUCK, DUE TO AN UNKNOWN OBJECT STICKING UP OUT OF A STORM GRATE.  CALLER ALSO STATED THAT A NEARBY STORM DRAIN WAS IMPACTED, AS WELL AS POTENTIALLY (2) RETENTION PONDS DUE TO WET WEATHER CONDITIONS (SNOW & RAIN).",MOBILE,UNKNOWN,1/17/2020 22:44,DISCOVERED,3120 NORTH POST ROAD AND 8645 EAST 33RD STREET (2 ENTRY POINTS),3120 NORTH POST ROAD,,,INDIANAPOLIS,IN,MARION,46226.0,,,,,,,,,,,,,,,N,2020-01-18 01:25:00,2020-01-18 01:37:00,INC,PENSKE,PRIVATE ENTERPRISE,READING,PA,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,CONCRETE / GRASS / STORM DRAIN,STORM DRAIN,RETENTION POND,,Y,1.0,,MATERIAL HAS ALL SPILLED OUT.  ABSORBENT BOOM IS BEING DEPLOYED IN THE STORM DRAIN AND EDGE OF RETENTION POND FOR CLEAN UP AND REMEDIAL ACTIONS.,,,,SNOWY,32.0,12.0,,U,,,,,,,,,,,,,MPH,,,,,,,,,INDIANA DEP OF ENV MANAGEMENT,,,,,,,N,HOUR,,,NO,,,,,3120 NORTH POST ROAD AND 8645 EAST 33RD STREET (2 ENTRY POINTS),POINT (nan nan),
990,1268982,CALLER IS REPORTING A RELEASE OF DIESEL FUEL ONTO THE GROUND. THE RELEASE WAS FROM A SADDLE TANK ON THE TRUCK DUE TO A SINGLE VEHICLE ACCIDENT INVOLVING A 18 WHEELER.,MOBILE,OPERATOR ERROR,1/18/2020 0:30,OCCURRED,I-59 SB (NEAR MM 186),,,,REECE,AL,ETOWAH,,,,,,,,,,,,,,,,N,2020-01-18 03:39:00,2020-01-18 03:55:00,INC,IRIAS TRUCKING,PRIVATE ENTERPRISE,MIAMI,FL,,TELEPHONE,,,,,,,,,,,186.0,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,GROUND,,,,Y,,,"ER & MCLEAN TOWING COMPANIES ARE ONSITE AND WILL PERFORM CLEAN UP (WITH PIGS, BOOMS AND OIL DRY), REECE CITY FIRE AND COUNTY EMA WERE ONSCENE AS WELL, COMPANY WILL ATTEMPT TO REMOVE VEHICLE FROM THE WOODS.",PD/FD,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,"AL EMA, ADEM",,,,,,,N,,,,NO,,,,,,POINT (nan nan),
991,1268984,CALLER STATED 2 PEDESTRIANS WERE STRUCK BY A FREIGHT TRAIN AT AN AMTRAK STATION WHICH RESULTED IN 2 INJURIES.,RAILROAD NON-RELEASE,TRESPASSER,1/18/2020 3:23,OCCURRED,PETERSBURG STATION,,,PETERSBURG,COLONIAL HEIGHTS,VA,CHESTERFIELD,,,,,,,,,,,,,,,,N,2020-01-18 04:29:00,2020-01-18 04:36:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,N,NORTH END,A22,,,Y,,N,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,UNK,,,,,,,,,,,SEVERAL TRAINS WILL BE DELAYED. NEXT TRAIN IS DUE IN ABOUT 10 MINS. PASSENGERS WILL REMAIN ON THE TRAIN.,YES,YES,N,U,N,,,,Y,2.0,2.0,N,,N,,N,,,N,,,N,,,,N,Y,MAIN LINE,,UNKNOWN,RAIL REPORT (N/A),,,,,U,,,"POLICE AND FIRE ARE ONSCENE, INVESTIGATION IS UNDERWAY",PD/FD,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
992,1268985,"CALLER IS REPORTING A DISCHARGE OF HYDRAULIC OIL (ESTIMATED LESS THAN 5 GALLONS) FROM AN INTERMODAL CONTAINER STACKER (MOBILE PIECE OF EQUIPMENT) AT THE LOCATION PROVIDED.  CALLER ALSO STATED THAT THERE WAS NO TRAIN INVOLVED IN THE INCIDENT.  CALLER STATED THAT DUE TO HEAVY RAINS, A NEARBY STORM DRAIN WAS IMPACTED WITH A MIXTURE OF MATERIAL (HYDRAULIC OIL AND RAIN WATER).",RAILROAD,UNKNOWN,1/18/2020 1:06,DISCOVERED,ARGO RAILYARD,4700 DENVER AVENUE,MP 180.46,,SEATTLE,WA,KING,,,,,,,,,,,,,,,,N,2020-01-18 04:45:00,2020-01-18 04:57:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,N,SEATTLE,180.46,,,Y,,N,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,N,,,U,U,,,,,,,,,,UNK,,,,,,,,,,,,NO,NO,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,WATER,STORM DRAIN,STORM WATER,UNKNOWN,,Y,,,RELEASE HAS STOPPED AND CONTRACTOR HAS BEEN DISPATCHED.,,"20-20812,",,RAINY,39.0,,,U,,,,,,,,,,,,,,,,,,,,,"ECOLOGY 20-020228, WA STATE PATROL DISTRICT 2 - 0191. 

(2020-01-18-040 BAK IS THE UNION PACIFIC INCIDENT NUMBER)","911, PD, FD, WA EMA 20-020228, WA DEP EC",,,,,,,N,,,,NO,,,,,,POINT (nan nan),
993,1268986,CALLER STATED DUE TO A LEAK IN THE REACTION SYSTEM SEVERAL MATERIALS HAD TO BE SPRAYED TO THE TOWER SYSTEM / ATMOSPHERE.,FIXED,EQUIPMENT FAILURE,1/18/2020 2:40,OCCURRED,CHEMICAL FACILITY,4127 HWY 361,,,ENGLESIDE,TX,SAN PATRICIO,78362.0,,,,,,,,,,,,,,,N,2020-01-18 04:53:00,2020-01-18 05:02:00,INC,CHEMOURS,PRIVATE ENTERPRISE,ENGLESIDE,TX,78362.0,TELEPHONE,,,,,,,,,,,,,CHEMICAL FACILITY,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,ATMOSPHERE - OFFSITE IMPACT,,,,Y,,,"VENTED DOWN THE SYSTEM, RELEASE HAS BEEN SECURED.",,20200190,,,,,,U,,,,,,,,,,,,,,,,,,,,,,TCEQ,,,,,,,N,,,,NO,,,,,4127 HWY 361,POINT (nan nan),
994,1268987,"CALLER STATED WHILE ATTEMPTING TO LOAD A RAIL CAR AT THE INCIDENT LOCATION, THE BLED WAS LEFT OPEN WHICH CAUSED AN UNKNOWN AMOUNT OF HYDROFLUOROSILICIC ACID (HFS) TO RELEASE ONTO THE GROUND AND INTO A SUMP.",FIXED,UNKNOWN,1/18/2020 3:00,OCCURRED,CHEMICAL MANUFACTURING FACILITY,515 SOUTH HWY 430,,,ROCK SPRINGS,WY,SWEETWATER,82901.0,,,,,,,,,,,,,,,N,2020-01-18 05:17:00,2020-01-18 05:37:00,INC,SIMPLOT PHOSPHATES LLC.,PRIVATE ENTERPRISE,ROCK SPRINGS,WY,82901.0,TELEPHONE,,,,,,,,,,,,,CHEMICAL FACILITY,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,GROUND AND SUMP,,,,Y,,,"NEUTRALIZING THE MATERIAL WITH SODA ASH, WILL HIRE A CONTRACTOR FOR REMEDIATION. SUPERVISOR AND SHIPPING MANAGER WERE NOTIFIED.",,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,515 SOUTH HWY 430,POINT (nan nan),
995,1268988,CALLER IS REPORTING A POTENTIAL RELEASE OF AMMONIA (GREATER THAN 100 POUNDS) DUE TO AN UNEXPECTED SHUT DOWN OF EQUIPMENT WITH RELIEF DEVICE ASSOCIATED WITHIN THE AMMONIA OPERATING UNIT OF THE FACILITY.,FIXED,OTHER,1/17/2020 20:10,DISCOVERED,CHEMICAL MANUFACTURING FACILITY,3162 200TH STREET,,,DUNCOMBE,IA,WEBSTER,,,,,,,,,,,,,,,,Y,2020-01-18 05:32:00,2020-01-18 05:41:00,INC,KOCH FERTLIZER FORT DODGE LLC,PRIVATE ENTERPRISE,DUNCOMBE,IA,,TELEPHONE,,,,,,,,,,,,,CHEMICAL FACILITY,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,NONE,NON-RELEASE (N/A),POTENTIAL RELEASE,,,,U,,,WORKING WITH IOWA DNR AND WILL CALL THEM BACK TO CONFIRM ONE WAY OR ANOTHER IF THERE WAS AN ACTUAL RELEASE.,,"2020-0-001,0118",,UNKNOWN,,,N,U,,,,,,,,,,,,,,,,,,,,,"2020-0-001 EMERGENCY PLANNING , 011820-GCK-0420 (DNR)","IA DNR, EMERGENCY PLANNING COMM",,,,,,,N,,,,NO,,,,,,POINT (nan nan),
996,1268989,CALLER REPORTING AN unknown SHEEN FROM AN UNKNOWN SOURCE,UNKNOWN SHEEN,UNKNOWN,1/18/2020 6:50,DISCOVERED,MISSISSIPPI RIVER MM 228.4,SEE LAT/LONG,,,BATON ROUGE,LA,W. BATON ROUGE,,,,,30.0,25.0,47.0,N,91.0,11.0,57.0,W,,,,N,2020-01-18 08:06:00,2020-01-18 08:12:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,MISSISSIPPI RIVER,MISSISSIPPI RIVER,,,U,,,,,,,OVERCAST,,,,U,,GRAYISH,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,30.429722222222225,-91.19916666666667,N,W,,POINT (-91.19916666666667 30.42972222222222),
997,1268990,CALLER REPORTED SOMEONE CAME INTO THEIR STORE AND WAS PUMPING GAS. THE INDIVIDUAL LEFT THE GAS PUMP ON AND THE AUTO SHUT OFF DID NOT KICK IN CAUSING A SPILL OF GASOLINE ONTO THE GROUND AND INTO A STORM DRAIN.,FIXED,OTHER,1/18/2020 6:45,OCCURRED,,234 NORTH MADISON,,,RAYMORE,MO,CASS,,,,,,,,,,,,,,,,N,2020-01-18 08:19:00,2020-01-18 08:25:00,INC,CASEY GENERAL STORE,PRIVATE ENTERPRISE,RAYMORE,MO,,TELEPHONE,,,,,,,,,,,,,GAS STATION,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,LAND,,,,,U,,,ABSORBENTS APPLIED,FD,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
998,1268991,CALLER REPORTING THE POTENTIAL RELEASE OF GASOLINE FROM A SUNKEN AIR BOAT.,VESSEL,VESSEL SINKING,1/18/2020 8:00,OCCURRED,ST. LAWRENCE RIVER,,,,ALEXANDERIA BAY,NY,JEFFERSON,,,,,,,,,,,,,,,,Y,2020-01-18 08:54:00,2020-01-18 09:04:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,ST LAWRENCE RIVER,,,,U,,,NONE,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
999,1268992,CALLER REPORTED A PIN HOLE LEAK ON A TWO INCH FLOW LINE DUE TO MECHANICAL FAILURE OFFSHORE.,PLATFORM,EQUIPMENT FAILURE,1/18/2020 7:30,DISCOVERED,PLATFORM INCIDENT,,,,,LA,SOUTH MARSH ISLAND AREA,,,,,28.0,17.0,56.0,N,92.0,0.0,40.0,W,,,,N,2020-01-18 08:57:00,2020-01-18 09:00:00,INC,TALOS ENERGY,PRIVATE ENTERPRISE,HOUSTON,TX,77002.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,D,SOUTH MARSH ISLAND AREA,130,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,GULF OF MEXICO,GULF OF MEXICO,,,Y,,,SECURED OPERATIONS,,,,PARTLY CLOUDY,,,,N,,SILVERY,,,,,,,,,,,,,,,,,,,,,,,0.5,MILES,60.0,YARDS,Y,,,,NO,28.29888888888889,-92.0111111111111,N,W,,POINT (-92.01111111111111 28.29888888888889),
1000,1268993,CALLER REPORTED A CAR CRASHED INTO A POLE AND THE TRANSFORMER RELEASED MATERIALS. THE MATERIAL IS NON PCB.,FIXED,OTHER,1/18/2020 8:48,DISCOVERED,,141 SCONSET CIR,,,RAYNOLDSBURG,OH,FRANKLIN,,,,,,,,,,,,,,,,N,2020-01-18 09:11:00,2020-01-18 09:14:00,INC,AMERICAN ELECTRIC POWER,PUBLIC UTILITY,GAHANNA,OH,43230.0,TELEPHONE,,,,,,,,,,,,,TRANSFORMER,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,STORM DRAIN,STORM DRAIN,,,Y,,,"VAC TRUCK USED, EXCAVATED SOIL, CLEAN UP UNDERWAY",,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
1001,1268994,"///// 48HR PHMSA UPDATE TO NRC REPORT # 1268831 /////

UPDATE IS AS FOLLOWS - NO CHANGES

ORIGINAL REPORT - 

CALLER REPORTS THEY ARE DECOMMISSIONING AN ANHYDROUS AMMONIA PIPELINE AND ARE  RELEASING THE AMMONIA OUT OF THE FLARE STACK. THIS IS A PLANNED FLARING EVENT.",PIPELINE,OTHER,1/16/2020 8:30,PLANNED,,2598 NAVAJO RD,,,CLAY CENTER,KS,CLAY,,,,,,,,,,,,,,,,N,2020-01-18 09:53:00,2020-01-18 09:58:00,INC,MAGELLAN MIDSTREAM,PRIVATE ENTERPRISE,TULSA,OK,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,TRANSFER,N,BELOW,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,AIR,,,,,N,,,CONDUCTING AIR MONITORING,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
1002,1268995,CALLER REPORTED OVERNIGHT THERE WERE STRONG WINDS THAT BLEW THEIR VESSEL TO A SHALLOW AREA OF THE MARINA.,VESSEL,VESSEL SINKING,1/18/2020 8:40,DISCOVERED,MOUTH OF THE BAD RIVER,,,,FORT PIERRE,SD,STANLEY,,,,,,,,,,,,,,,,Y,2020-01-18 09:54:00,2020-01-18 09:58:00,INC,RIVERBOATS LLC,PRIVATE ENTERPRISE,PIERRE,SD,57501.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,UNKNOWN,,,,,U,,,NONE,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,,,,,,POINT (nan nan),
1003,1268996,CALLER REPORTING AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE,UNKNOWN SHEEN,UNKNOWN,1/18/2020 9:00,DISCOVERED,UNKNOWN SHEEN INCIDENT,,,,PORT ARTHUR,TX,JEFFERSON,,,,,29.0,50.0,52.0,N,93.0,58.0,10.0,W,,,,N,2020-01-18 10:29:00,2020-01-18 10:35:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,SABINE RIVER,SABINE RIVER,,,U,,,,,,,,,,,U,,GRAYISH,,,,,,,,,,,,,,,,,,,,,,,130.0,FEET,30.0,FEET,N,,,,NO,29.847777777777775,-93.96944444444445,N,W,,POINT (-93.96944444444445 29.84777777777778),
1004,1268997,CALLER REPORTING THE RELEASE OF POT ASH FROM THE SHORE CRANE.,MOBILE,OPERATOR ERROR,1/18/2020 3:00,OCCURRED,,13609 INDUSTRIAL ROAD,,,HOUSTON,TX,HARRIS,77015.0,,,,,,,,,,,,,,,N,2020-01-18 10:46:00,2020-01-18 10:53:00,INC,GREENSPORT TERMINALS,PRIVATE ENTERPRISE,HOUSTON,TX,77015.0,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,HOUSTON SHIP CHANEL,HOUSTON SHIP CHANEL,,,U,,,INVESTIGATION UNDERWAY,,,,,,,,U,,,,,,,,,,,,,,,,,,,,,,,USCG,,,,,,N,,,,NO,,,,,,POINT (nan nan),
1005,1268998,CALLER REPORTED THEY SEE A SUBSTANCE BEING SPRAYED INTO THE AIR DUE TO UNKNOWN REASONS IN A MARSH.,FIXED,UNKNOWN,1/18/2020 9:30,DISCOVERED,MARSH LAND,,,,,LA,PLAQUEMINES,,,,,29.0,21.0,24.0,N,89.0,18.0,3.0,W,,,,Y,2020-01-18 10:55:00,2020-01-18 10:58:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,UNKNOWN,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,UNKNOWN,,,,,U,,,NONE,,,,PARTLY CLOUDY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,NO,29.35666666666667,-89.30083333333333,N,W,,POINT (-89.30083333333333 29.35666666666667),
1006,1268999,CALLER REPORTING AN UNKNOWN SHEEN FROM AN UNKNOWN SOURCE.,UNKNOWN SHEEN,UNKNOWN,1/18/2020 8:45,DISCOVERED,BOAT LANDING NEAR THE TOWN HALL,SOUTH PINKNEY ST,,,MCCLELLANVILLE,SC,CHARLESTON,,,,,,,,,,,,,,,,N,2020-01-18 11:19:00,2020-01-18 11:24:00,INC,,UNKNOWN,,XX,,TELEPHONE,,,,,,,,,,,,,,U,,,,U,,U,ABOVE,N,U,,U,,,,,U,,U,,ABOVE,U,U,,,,,,,,,,,,,,,,,,,U,,,U,U,,,,,,,,,,XXX,,,,,,,,,,,,XXX,XXX,N,U,N,,,,N,,,N,,N,,N,,,N,,,N,,,,N,N,,,UNKNOWN,WATER,JEREMY CREEK,JEREMY CREEK,,,U,,,,,,,,,,,U,,RAINBOW,,,,,,,,,,,,,,,,,,,,,,,,,50.0,FEET,N,,,,NO,,,,,,POINT (nan nan),
